RAM,Storage,Battery,Camera,RefreshRate,Price
8,1024,6500,64,120,151325
8,1024,5500,200,90,185379
16,128,6500,50,90,105111
24,2048,5000,200,165,265663
16,256,4500,64,165,113996
16,128,4000,200,120,128190
24,128,4500,108,120,112699
6,2048,5500,50,90,206755
12,512,6500,50,165,142592
12,1024,5000,48,120,152275
16,64,5000,32,144,93828
16,512,4000,32,90,111381
8,512,5500,108,165,132451
8,1024,6000,64,90,150307
8,64,5500,200,144,128073
16,64,5500,64,144,109613
8,64,4500,48,60,71797
8,64,4000,32,120,74475
4,1024,6000,50,90,137938
4,2048,6500,64,90,202042
4,2048,6000,32,60,186454
4,256,6000,200,120,133051
8,512,4500,48,90,102981
16,1024,6000,50,165,161471
8,128,4500,32,165,81885
16,256,4500,48,144,110143
6,1024,6000,32,90,142285
4,1024,6500,108,120,158854
12,64,4000,48,144,87993
6,128,5500,108,90,99976
6,128,5000,32,60,63884
6,2048,5000,64,165,206361
16,512,5500,48,90,117795
4,64,5500,200,144,127592
12,128,6500,64,165,123904
12,64,6000,50,90,90287
24,512,5500,108,120,152031
8,64,5500,108,165,118070
12,512,6000,48,120,119363
6,2048,4000,108,144,213017
6,512,4500,48,120,99817
8,512,5000,48,120,104794
6,512,6000,64,60,108280
24,1024,4500,200,60,192932
12,2048,4000,64,165,219511
8,256,5500,32,144,93569
12,2048,5500,64,60,202080
12,256,5000,48,120,107658
8,256,5500,48,90,103038
6,1024,6500,108,165,178673
16,128,4000,64,120,101454
4,128,4000,200,90,110294
4,1024,6500,108,60,160329
8,64,6000,50,144,90531
6,256,4500,64,120,94087
6,128,5500,50,90,93142
16,64,4500,32,165,87911
4,1024,6500,200,90,180031
8,1024,5500,64,90,149158
6,64,4500,108,60,83975
4,64,5000,48,165,86682
4,512,6000,50,90,103669
6,1024,4500,48,60,129369
8,128,5000,108,60,87619
16,1024,4000,64,90,138799
6,64,5500,48,90,86423
6,1024,5000,108,120,153525
12,128,5500,48,60,84312
24,128,4500,200,165,146440
4,64,5500,48,60,67801
8,512,6000,64,144,126404
16,1024,6500,64,165,181733
12,2048,6000,50,165,229324
16,2048,6500,64,120,237170
16,512,4500,108,144,132510
6,64,4500,32,165,76493
8,256,4000,108,144,107980
12,512,5000,50,60,113739
8,512,4500,32,90,101064
12,2048,4500,64,165,210918
24,128,6500,50,144,125462
6,128,4000,48,144,80776
8,512,5500,64,144,129380
8,128,5500,48,144,101871
4,128,4500,200,60,109403
8,256,4000,50,144,91968
12,2048,5500,32,165,217596
8,256,6000,108,144,122184
4,512,4000,50,120,98965
6,256,6000,48,60,96276
4,128,6500,200,165,142055
8,64,4000,108,90,87726
24,1024,5000,32,144,160793
12,256,6000,64,120,120712
16,256,5000,50,60,102522
16,1024,4000,64,144,145157
12,1024,4000,200,165,180602
24,2048,6000,108,60,229816
6,512,5000,200,144,156720
24,2048,6500,50,90,232259
6,128,4000,108,144,105732
8,512,4500,32,60,85692
8,64,4500,48,144,84881
16,128,5500,48,144,104971
16,1024,5000,48,60,140537
4,128,4000,50,144,74990
4,128,5500,48,144,98392
4,64,6500,64,120,94806
16,2048,5000,64,120,221541
16,1024,6000,200,120,202704
24,2048,5000,108,90,229504
24,2048,6500,108,165,252013
24,256,6000,48,90,123613
4,512,5500,50,120,105137
16,256,5500,200,144,156965
4,1024,5000,50,60,130389
6,1024,4500,48,90,126488
12,128,4000,200,165,138957
16,256,5500,200,144,157620
12,1024,5000,50,60,140920
6,128,6000,64,60,81217
8,64,5500,64,144,103717
6,512,5500,32,120,116991
8,64,5000,48,144,94728
12,512,6000,48,144,124177
12,128,5000,48,165,100765
6,256,4500,108,120,97257
16,512,4000,32,60,102127
4,2048,4000,48,165,205571
12,512,4000,200,90,146042
4,64,5500,48,60,78364
6,256,5000,200,120,127910
24,1024,4000,32,90,147789
8,256,4000,32,165,97535
4,64,6000,32,90,79375
6,512,5500,32,120,109694
16,256,6000,108,60,118463
16,256,4500,32,144,99893
16,256,4500,200,165,154527
4,512,6000,48,120,111786
4,512,5000,200,90,132330
24,512,5500,50,165,137447
8,256,6500,200,144,153362
12,128,5000,200,120,125534
6,128,5500,48,90,87880
4,64,4000,108,60,73495
6,64,5500,48,90,83511
24,64,5000,50,120,111466
16,128,6500,64,144,113124
12,64,6500,200,165,152759
24,1024,5000,200,90,195809
12,2048,4000,50,90,202698
12,128,5000,32,60,80163
4,256,5500,48,144,106269
12,2048,5500,200,120,256051
12,128,5000,200,144,142549
24,256,6000,200,90,154134
4,128,5000,64,60,75799
12,256,4500,32,90,90943
6,1024,6000,64,120,158788
6,2048,4500,64,60,197294
4,2048,5000,200,120,231029
16,256,5000,32,60,94227
12,1024,4500,48,90,144979
8,2048,6500,200,165,254961
8,1024,5500,108,165,169288
16,1024,4500,64,60,144680
12,2048,6000,108,120,230703
16,512,4000,50,120,108125
4,512,6000,200,60,138187
12,512,5500,108,165,143013
6,256,6000,48,144,103456
8,256,6500,32,90,103894
24,1024,5000,64,120,159953
4,1024,4500,32,90,122319
12,128,5500,32,144,103565
4,64,5000,108,165,99310
12,64,6000,200,120,138023
16,2048,4000,64,165,219039
6,1024,6500,108,120,166504
4,128,5500,108,120,96657
6,1024,6500,48,60,142643
24,512,4000,50,90,112494
12,64,4000,48,120,78709
6,2048,5000,200,120,246694
12,128,5500,48,90,100075
8,64,5000,50,165,95646
24,1024,6500,32,60,157784
6,64,4000,48,60,58266
8,128,4000,64,120,90369
4,1024,6000,64,165,155486
4,512,6500,108,120,132972
4,256,4000,50,90,83454
12,128,6000,50,60,96446
16,64,4000,48,90,75791
8,128,6000,200,165,141391
6,512,6500,50,60,115069
8,512,5500,32,165,112027
12,128,4500,48,165,97867
24,512,6000,200,60,160875
24,128,6500,64,165,124655
12,512,5000,200,120,152136
6,64,4000,64,90,75643
4,1024,5000,32,120,134516
24,256,5500,200,60,154916
8,512,4000,48,60,92359
16,1024,6000,32,165,163050
6,512,5500,108,165,133620
24,256,4000,108,60,108614
24,256,4500,50,165,120438
12,256,4000,32,60,76623
8,2048,4500,200,120,232365
12,128,5000,50,144,95723
4,1024,5000,32,144,143681
8,2048,5000,64,60,204169
4,256,5000,48,60,79931
6,1024,6000,108,60,157195
8,64,4000,50,120,73065
8,64,4500,108,90,94171
16,64,4500,32,120,93361
8,1024,6000,32,165,149562
16,2048,6000,50,165,227223
24,256,4000,64,60,99490
8,512,4000,200,120,145036
8,2048,4000,48,60,177538
4,1024,4000,32,144,122442
4,512,5000,64,165,125157
4,256,4500,108,165,104758
6,64,5000,48,90,73375
24,1024,6500,32,60,157669
12,128,6500,200,90,141448
6,2048,6500,108,90,225739
12,64,6500,108,120,112040
16,2048,4500,64,165,218890
6,64,5500,48,165,93907
24,512,4500,108,120,149999
8,128,5500,108,144,104812
16,256,5000,48,165,121523
4,2048,5500,50,165,218083
12,64,4000,64,165,86627
6,2048,5000,200,90,229970
16,128,6500,108,60,115484
24,128,4500,200,60,125587
6,128,6500,32,60,82813
24,512,4500,48,120,130325
4,1024,4000,200,90,160949
24,64,6500,32,144,118533
4,256,4500,64,90,84266
6,2048,6500,32,120,204271
8,512,5500,200,165,164908
24,256,5500,200,90,158195
24,128,4500,64,120,114298
6,2048,6500,48,144,225149
12,256,5500,32,120,105510
4,512,5500,48,60,99503
4,2048,5500,108,120,215528
6,512,4000,50,90,97386
8,256,4500,64,60,93228
12,1024,4000,108,144,160862
8,256,6500,48,144,109988
6,2048,5000,64,144,205604
8,128,5500,48,144,89869
6,64,4500,200,144,117324
12,128,6000,108,90,110609
4,256,6500,50,165,105643
8,2048,4000,50,165,197603
8,2048,5500,32,60,186405
16,64,4500,50,120,84669
6,2048,6000,108,165,238826
16,128,6500,64,165,124366
4,128,4000,50,165,85118
12,1024,5000,32,144,143471
6,128,4000,200,120,116484
24,512,5000,200,120,170872
16,128,6500,64,165,120854
16,1024,5000,32,144,155152
12,1024,4500,48,120,145875
4,256,5000,64,90,86224
16,256,5500,48,144,116611
16,64,6500,32,60,97057
16,128,4500,64,60,87513
6,512,5500,108,60,125461
4,2048,6000,64,90,209141
6,2048,4500,48,120,196468
4,64,5000,32,165,76566
12,64,5000,200,165,142976
12,128,4000,50,90,84519
16,64,4000,50,165,103076
16,2048,6500,48,60,207144
12,2048,5000,108,90,220067
24,2048,6500,32,144,239349
6,512,5000,32,60,100465
16,1024,4500,108,120,155885
4,512,6500,50,120,126166
12,1024,6500,48,60,156571
24,64,6500,108,60,119984
24,256,4500,48,90,112066
6,2048,4000,200,90,223849
6,128,4500,48,120,77470
12,64,6500,64,90,106115
16,128,4000,32,90,83171
8,2048,5000,200,144,240904
6,2048,4000,48,144,200964
12,64,4500,50,60,81077
16,128,6500,64,60,108949
4,128,4500,32,90,72026
12,64,5500,48,90,81027
8,2048,6000,200,165,262943
24,1024,6000,108,120,186853
12,128,6000,108,165,125957
6,512,5500,48,165,117699
12,256,5000,50,165,105308
6,2048,4000,48,144,196299
8,512,6000,64,60,108951
16,64,6500,48,60,97273
6,2048,6500,108,60,218261
16,512,5500,200,165,177348
24,2048,4500,32,165,224552
6,1024,4500,48,90,132730
4,1024,6000,108,60,143755
6,1024,6000,32,120,147025
16,1024,4000,50,120,149068
8,1024,4500,48,60,126290
12,512,4500,48,90,112550
24,2048,4000,108,90,229505
16,512,4000,64,165,123053
4,2048,5000,64,90,190978
24,256,5000,32,60,100056
4,64,6500,200,60,113766
24,64,4000,50,90,94779
24,2048,6000,32,60,217567
24,128,5500,32,144,110816
16,2048,5000,32,165,216760
4,2048,4500,50,120,194543
12,2048,4000,108,120,209554
8,256,4500,32,165,99761
6,1024,6500,108,165,175290
12,256,5500,108,60,110682
6,128,5000,108,165,114156
4,256,5500,64,60,89875
16,512,5500,32,60,113852
16,64,4000,200,120,131247
6,512,5000,200,120,145569
4,256,6500,108,120,111849
16,128,5500,64,165,111158
4,128,5500,48,120,89207
16,128,5000,50,60,90667
8,256,4500,108,144,104035
24,64,6000,200,60,140702
24,512,4000,64,90,115678
6,512,6000,108,165,143313
12,1024,5000,32,165,149884
24,1024,4500,48,60,144819
4,256,4000,32,144,88491
8,1024,4000,108,165,155884
24,64,5000,200,120,139303
24,128,6000,64,144,120230
6,1024,4500,64,90,135886
16,2048,4000,64,120,210511
6,128,6500,32,90,91510
24,512,6000,200,120,178914
24,128,6000,108,120,129739
12,256,4500,32,90,80401
12,2048,4500,50,165,211520
12,128,4000,50,120,92306
4,512,4000,64,120,101045
24,512,4500,50,120,134098
8,64,4500,64,90,78998
24,2048,5000,50,165,228508
24,128,5000,48,60,95650
24,64,5500,64,120,113768
12,256,5000,108,165,128352
16,1024,4000,48,60,126388
8,128,6000,200,165,146545
16,128,5000,50,90,93759
12,1024,6500,32,120,153555
4,256,6500,200,60,123419
8,128,4500,48,90,79048
8,128,6000,50,165,102126
8,2048,4000,64,90,187072
6,64,4000,32,165,82870
12,1024,5500,200,60,172427
16,64,6000,48,90,102372
16,64,6500,200,90,138614
12,128,4500,64,120,96129
6,64,5500,32,60,64978
4,1024,6000,64,120,153840
12,64,5500,108,144,109901
16,2048,6000,32,60,206298
6,128,4000,32,165,80942
4,256,5500,32,165,94314
6,1024,6000,32,90,140498
24,512,5000,64,144,135114
8,2048,5000,108,60,201657
24,512,4000,108,90,139943
12,256,6000,50,90,103161
4,64,5000,108,60,79037
4,1024,6500,108,120,156981
4,1024,5000,48,90,127099
12,1024,5500,50,60,137736
16,128,5500,48,90,98111
24,128,4500,108,165,134217
16,128,4000,48,144,98610
8,256,5000,64,60,95730
4,256,4000,200,120,119421
6,1024,6000,64,60,139582
8,2048,4000,50,90,195289
12,512,5500,64,60,111546
16,2048,4000,32,90,197067
12,64,4000,48,60,73136
16,128,5000,64,144,107272
16,64,4000,64,90,77663
24,512,4000,50,90,117219
4,128,4500,50,120,85137
8,64,5500,108,165,108389
6,512,6000,32,144,124789
24,512,5500,108,90,138470
16,128,6000,50,120,103737
24,64,4000,48,120,90207
16,64,6000,64,90,97328
8,256,4500,64,165,100838
24,1024,4500,64,60,150829
6,128,6500,50,165,114362
24,64,4000,32,120,87186
12,2048,6500,32,165,226621
4,1024,5000,108,165,158334
24,64,5000,50,165,112720
6,64,6500,64,120,101163
16,128,5500,108,165,122655
16,2048,5500,108,165,243192
12,2048,5000,108,165,239666
16,2048,6500,200,144,271981
4,1024,5000,48,165,145170
8,1024,5500,200,165,200172
6,128,5000,108,60,93682
8,64,6000,50,165,107587
16,128,4500,48,60,89366
6,128,5000,48,144,95720
12,1024,6000,32,144,149291
16,2048,4000,108,144,230074
6,512,6500,32,144,116830
12,64,6500,64,90,99595
24,128,5000,108,90,114173
16,1024,4500,50,165,158175
8,2048,4500,108,90,202613
24,1024,4000,50,60,137000
8,512,6500,32,90,120660
24,1024,6000,64,120,168563
4,1024,4500,64,165,153211
8,1024,6500,48,144,161664
24,256,4000,108,144,119365
16,512,5000,64,60,106984
6,64,6000,64,144,101519
4,2048,6500,48,90,204696
16,256,6000,50,60,107499
8,128,5000,64,165,108135
6,128,6000,50,165,109504
8,2048,4000,32,90,192645
12,128,4000,32,165,95294
12,1024,5500,64,60,149748
4,64,5500,108,90,87602
4,64,6500,48,165,103580
8,64,4000,32,144,79933
16,64,6000,200,120,143101
4,256,6500,108,60,100000
24,256,4000,64,144,113907
6,2048,6000,48,165,218039
12,2048,5500,200,90,238467
4,2048,5000,48,120,205367
8,64,5500,64,144,104209
16,256,5500,48,60,99164
24,512,4500,200,144,169229
12,2048,4500,108,90,212197
8,64,6000,32,144,97560
24,2048,5500,64,60,226423
6,1024,6500,108,60,151638
8,64,5500,108,165,109514
8,64,4500,48,90,72430
12,128,4000,48,120,84863
8,2048,4500,48,120,194604
12,64,5500,108,60,99317
12,64,4500,48,60,82256
4,1024,4500,32,144,128639
4,128,5500,48,165,98065
24,256,4500,64,144,122587
16,1024,5000,64,60,142594
6,128,5500,32,165,87358
8,256,5000,108,60,108695
24,128,6000,50,60,110561
6,512,5000,108,60,115497
4,512,5000,50,60,90312
6,512,4500,200,120,149598
4,512,5500,108,60,107980
6,512,6500,64,165,126968
6,128,4000,32,90,74695
24,64,5500,108,165,132831
6,64,6500,48,120,98772
16,512,4500,108,165,142798
8,2048,5500,200,165,254031
12,128,5500,48,165,104936
6,64,6000,48,165,92784
24,256,5500,32,120,115128
6,1024,5500,200,60,166956
12,2048,6000,108,144,242416
12,2048,4000,64,144,214835
24,64,5500,64,90,108090
12,1024,4500,32,120,140608
4,512,6000,48,60,100897
24,128,4500,48,120,96807
8,2048,4500,32,144,203119
24,2048,5000,32,120,222608
16,512,4000,200,120,156839
12,1024,4500,200,60,170108
16,2048,4500,32,165,206122
6,256,6000,64,144,118270
16,64,6000,108,165,119187
24,256,4500,64,165,126431
16,1024,5000,108,60,155021
6,128,4000,50,60,72031
16,2048,6500,48,165,232097
12,2048,6000,200,120,261774
16,256,6500,48,120,110686
16,256,6500,108,165,143348
16,2048,4000,200,60,237826
8,256,5500,200,165,148925
16,512,4000,200,144,160947
4,256,4500,48,165,94608
12,512,5500,64,90,111725
16,2048,4500,32,165,220347
12,256,5500,32,165,116328
4,2048,6500,200,144,253586
12,1024,6000,64,144,165525
16,128,6000,108,144,131899
16,512,6500,48,90,132912
8,1024,6000,48,144,150700
24,64,6500,108,120,135706
24,1024,4000,64,90,156859
24,2048,4500,50,60,202826
24,256,4000,200,120,139238
12,512,6500,108,120,146307
24,512,6000,32,60,131195
24,64,4500,50,165,101611
6,2048,5000,50,120,199705
8,128,6000,64,144,111611
16,512,4500,48,120,118290
16,256,4500,200,90,137853
24,128,6500,108,165,148983
8,512,4500,48,165,108213
16,64,5000,64,90,87247
8,64,6500,200,120,128225
6,1024,5000,200,144,176954
6,256,5500,48,165,109450
6,512,6000,48,90,117792
8,1024,6000,200,120,190624
4,128,6000,32,165,104123
24,512,5000,50,60,122122
24,512,6000,50,144,139945
16,256,4000,108,120,112589
12,2048,5000,50,90,198241
4,128,5000,200,165,125916
4,2048,6000,108,60,215465
4,512,6000,64,90,115848
4,128,6000,200,120,128796
16,128,5000,32,60,80555
8,128,5500,50,60,87129
8,256,5500,32,120,97481
8,128,4000,48,90,71858
8,1024,4500,64,144,146775
24,1024,4000,48,144,163938
12,256,4000,32,165,92911
8,128,6500,200,60,132729
8,64,4000,50,90,71756
12,512,6000,108,60,133648
24,1024,6000,64,165,184272
4,1024,6500,48,144,155996
4,256,5000,48,90,81160
16,1024,6000,50,144,170214
6,128,5000,108,144,111535
12,64,5000,108,165,113273
12,512,6000,64,120,126130
8,128,4500,64,120,82335
16,256,6500,200,120,155052
16,2048,5000,200,165,265943
12,256,5000,200,165,153595
8,128,6000,48,120,94688
16,64,4000,200,144,127756
8,64,4500,32,60,63036
4,128,5000,50,90,76273
16,2048,4500,32,90,202568
6,2048,4000,50,120,187505
4,128,4000,50,120,73556
12,64,6000,48,144,103565
16,2048,4500,200,60,230039
8,256,5000,108,165,116310
16,512,5500,108,165,153311
24,512,4500,64,90,122707
12,512,6500,64,120,139920
24,512,4500,200,60,151017
6,256,6000,200,90,140878
8,256,4500,32,165,89000
6,128,6500,108,60,98508
24,128,4500,32,90,88648
6,1024,4500,200,60,156143
24,256,6000,32,60,113565
12,2048,4000,32,165,211933
6,512,5000,64,90,105602
6,2048,6000,64,120,216301
4,1024,4500,64,144,140536
16,2048,4000,200,144,241800
6,128,5000,64,144,92263
8,256,6500,50,165,123020
24,256,5500,48,144,120992
6,1024,4000,50,90,123988
16,64,6000,200,144,152848
12,2048,6000,48,60,198935
12,64,6000,48,144,104164
4,2048,5500,48,60,187346
12,2048,4500,48,144,213034
24,2048,4500,108,165,234562
6,64,5000,48,90,72352
6,1024,6000,108,90,155510
24,512,4500,32,144,123932
8,2048,6000,32,120,205903
6,1024,6000,48,90,149954
6,256,6500,50,90,94777
16,1024,4500,50,165,153842
8,256,5500,32,144,94236
24,2048,5500,200,144,271966
6,128,5500,50,90,81209
4,1024,5000,50,120,133968
16,512,6000,200,60,161008
6,512,6000,108,144,140271
4,128,6000,48,144,100283
4,128,4000,50,90,71390
24,1024,5500,108,144,188755
24,64,4500,64,120,109111
6,1024,6000,108,90,162583
6,128,4000,200,60,108876
6,256,5500,200,60,123492
16,128,4500,32,60,81004
8,1024,5500,108,144,169491
16,1024,6000,108,144,178148
8,2048,4500,200,120,233391
24,1024,5000,48,90,154488
24,1024,5500,32,60,154604
6,64,5000,50,90,84677
12,2048,4000,108,165,222226
8,64,5500,32,120,78027
6,128,6500,108,60,98001
4,128,6500,108,90,113492
24,1024,6500,50,60,160155
4,256,4500,64,120,99272
24,2048,6000,48,60,225626
16,128,4000,108,144,110165
12,64,4500,200,165,137594
12,64,6000,32,90,84181
12,64,6500,48,90,91492
4,128,4500,32,144,78974
12,512,6500,48,60,110646
4,1024,6500,200,60,172800
4,64,5500,64,60,75246
6,128,4000,32,165,76455
24,64,5500,48,120,107233
24,2048,6000,64,90,235849
6,1024,6500,200,90,180873
4,256,6000,48,144,101523
12,256,4500,108,60,94549
24,128,5500,200,120,145824
16,64,4500,50,90,88618
4,64,5000,32,165,84951
24,512,6500,108,90,145313
8,64,6000,200,120,137860
6,128,6000,50,144,93074
6,64,6000,48,120,93291
8,2048,5500,32,60,186215
6,2048,6500,108,165,242175
8,128,6500,108,144,125624
4,64,4500,64,60,65248
6,256,4500,64,120,86491
16,256,6000,50,144,122621
8,128,4500,32,120,80802
4,2048,4500,32,90,180582
12,64,5500,32,120,96216
16,128,5500,48,165,114778
12,256,4000,48,165,99349
16,64,5500,200,60,122894
12,512,6000,32,144,120908
6,128,4500,50,165,87280
24,64,5000,50,120,96941
6,2048,6500,200,60,235377
6,2048,6500,50,60,197222
6,64,4000,32,165,80798
8,512,5500,108,144,137428
8,512,5000,108,60,121697
8,512,6000,200,120,159021
8,256,5500,48,90,99657
8,512,4000,48,120,100578
12,512,4000,32,60,97301
16,64,4000,108,60,97888
4,128,4000,200,144,117944
16,128,4000,64,144,98518
8,64,5500,48,144,99211
16,64,6000,32,165,99510
4,2048,6500,50,144,211255
4,128,6000,32,60,79973
8,2048,4000,64,60,192186
6,1024,4000,64,144,145476
4,128,4000,64,90,78457
8,64,4000,50,120,71168
16,256,5500,50,90,111249
12,128,4000,200,90,110666
4,64,6000,64,90,84871
8,1024,6000,200,120,192253
12,512,6500,64,165,139259
8,512,4000,48,60,91521
16,64,5000,48,90,94632
16,512,4500,64,120,117528
12,512,5500,48,60,114205
8,1024,4000,108,90,148795
6,2048,5500,32,60,185346
4,256,5500,64,144,98362
4,256,5000,200,165,131716
4,64,4000,32,144,80230
16,512,6500,64,60,126700
8,64,4000,200,120,109038
16,128,6000,108,60,118001
24,1024,6500,200,120,209316
16,64,5000,48,60,85268
8,128,4000,50,165,86149
16,1024,4000,108,120,163576
24,1024,5500,64,165,179282
16,512,6500,48,60,119038
6,512,6000,64,60,109784
12,512,6000,108,120,139166
4,512,5500,32,90,95151
6,512,5000,32,144,107464
12,1024,5000,48,90,141501
6,256,5500,48,90,86579
24,2048,6000,200,165,279896
16,256,6000,108,60,124109
16,512,4000,32,120,102650
6,512,6500,48,60,116689
6,512,4000,108,144,119403
16,128,4000,32,144,85458
4,128,6500,200,60,118780
24,2048,6500,50,60,225546
16,64,4500,50,165,93360
16,1024,6000,108,165,179360
12,128,4000,32,144,88213
4,2048,6000,108,165,234277
8,2048,6000,32,60,202621
16,512,5000,50,165,125379
6,128,4000,64,120,86107
16,1024,6500,48,165,174421
12,1024,5000,64,60,134463
16,128,4000,32,120,79954
16,64,5500,64,120,96882
12,2048,4000,48,90,200947
12,1024,4000,50,165,143283
12,64,6500,200,60,128030
6,1024,5500,200,165,187500
8,128,6000,200,144,134334
16,1024,4500,64,144,150630
16,2048,5500,200,60,237239
8,64,6000,50,90,95574
24,64,5000,32,165,115235
12,64,5000,64,60,90047
12,1024,6500,48,90,156273
12,256,6500,200,165,152601
16,128,5000,200,144,134435
8,64,5500,108,144,114051
6,256,6500,32,165,106260
12,2048,6500,50,165,231615
12,512,6000,48,120,129686
16,512,4000,50,144,113701
16,256,4500,32,144,101063
4,128,6000,50,60,81615
12,128,4500,50,165,101452
6,2048,5500,50,165,206286
16,128,4000,108,165,108847
6,256,6000,64,165,112824
24,1024,4500,108,60,163823
12,128,5000,64,144,98928
6,1024,5500,108,165,170796
4,512,4000,108,60,97926
4,256,4000,48,60,76371
16,2048,4500,50,165,216186
24,128,4500,200,144,141673
4,128,4500,64,144,88011
4,256,4500,48,60,69873
8,256,6000,108,60,102771
12,256,6500,32,90,97402
8,256,5000,64,90,92706
8,64,6000,32,144,96606
8,2048,4000,48,120,201870
8,64,6000,64,144,105098
4,512,6500,64,60,116733
16,128,6500,50,165,125810
16,1024,6000,200,60,192544
16,1024,6500,32,144,167680
12,1024,4500,32,120,133269
4,512,5000,64,165,119987
4,128,5000,108,90,92148
12,2048,5500,50,165,227183
12,1024,6500,108,165,175469
6,2048,6000,64,165,225731
16,512,5000,108,144,136539
16,256,6500,32,120,115815
8,1024,5000,50,60,135807
4,64,6000,48,165,104185
24,128,4000,200,144,147520
8,128,6500,64,60,87134
8,64,4000,64,60,77987
12,2048,6500,32,90,209224
16,1024,6000,64,90,152740
12,256,4500,64,90,97609
4,1024,6000,50,120,145320
8,1024,4000,64,144,142029
4,64,4000,108,165,96931
8,128,5000,108,165,107395
8,128,4000,50,144,78142
12,2048,5000,200,165,258822
16,512,5500,64,144,132058
4,256,5500,50,90,87512
4,256,5000,64,120,95699
12,512,5000,108,60,120753
16,512,5000,50,90,117990
6,1024,6000,32,144,148157
6,128,5000,50,144,97625
12,128,6500,48,144,106458
8,2048,5000,32,60,187871
12,2048,5000,108,165,233429
8,128,4000,32,144,85026
6,128,4000,48,90,75113
8,128,5500,64,144,95509
24,2048,5500,50,144,238238
6,256,6000,32,144,100748
4,64,4000,48,120,65150
24,64,4000,50,165,101180
8,1024,6000,200,144,197789
4,64,6000,32,60,69449
12,1024,6000,64,144,162388
24,512,6000,48,90,127889
4,128,6000,108,120,101252
12,64,5000,64,90,86108
24,512,5000,48,144,133753
4,128,6500,32,90,86995
4,128,6000,50,90,87216
24,512,5000,48,144,142834
8,2048,6000,200,144,257750
16,64,5500,108,120,112429
24,128,5000,50,165,122699
6,256,4500,32,165,87045
24,128,6000,50,120,114719
8,256,4000,32,144,87224
8,256,6500,50,120,103476
24,512,5000,200,90,164708
6,64,4000,48,90,73604
6,2048,5500,50,165,210434
16,2048,6500,64,165,244546
24,64,5500,64,144,123533
6,128,6500,50,90,91199
12,128,4000,48,165,87716
16,512,6500,48,60,125068
12,256,6500,32,165,113267
4,64,6000,64,90,85991
4,256,5000,200,90,125853
4,512,6000,48,120,119475
24,1024,6000,48,120,173172
16,128,5000,48,120,93716
4,64,6500,200,60,127288
16,64,6500,64,144,109312
12,1024,5000,108,60,145572
12,256,4500,50,120,100773
8,2048,5000,50,120,205136
12,64,6000,48,165,102856
8,2048,4000,64,165,205678
16,128,5500,200,165,151162
4,64,6500,200,120,123186
6,2048,6000,32,90,207514
16,512,6000,108,120,150385
16,2048,5500,108,165,242349
16,512,6000,108,165,146059
6,2048,6000,32,120,209052
8,512,6000,200,90,152250
12,64,5000,64,90,85297
8,512,4500,32,60,100976
24,1024,6000,200,144,204500
24,256,4500,50,90,110041
6,1024,6500,48,165,152722
12,128,6000,48,90,101571
16,64,4500,32,165,96488
12,64,5500,48,165,102431
6,128,6000,108,60,90818
24,1024,6000,48,90,156798
6,64,4000,32,60,56771
6,128,4500,32,60,69394
4,2048,6000,64,144,211056
12,512,4000,32,60,87547
16,2048,6000,200,165,274050
24,512,6500,64,60,137815
4,1024,4000,50,90,132936
8,512,4000,50,60,92246
24,128,6000,50,120,113584
24,128,6500,32,165,125506
16,64,5500,50,144,110661
16,2048,4500,48,120,212058
8,512,6000,50,60,114903
4,64,4500,200,60,110210
12,512,4500,32,120,107372
8,256,6500,108,144,126296
12,64,5000,32,60,70210
12,512,6500,64,144,132875
8,64,4000,32,144,77377
8,256,4000,200,60,109911
24,128,5000,32,144,109829
16,256,4000,64,165,116332
16,256,6000,64,60,111287
16,1024,4000,50,165,151745
6,512,5500,108,90,117954
8,1024,4500,64,165,155192
24,1024,6000,108,144,190350
6,512,6000,64,60,105287
16,128,6000,64,165,111887
16,1024,6500,108,60,175292
12,1024,6500,200,144,202608
16,64,5000,32,120,85300
16,512,4500,50,144,124743
4,1024,5500,64,60,137141
24,1024,4500,48,60,142770
4,128,5500,200,120,128318
12,2048,6000,108,165,238187
6,512,4000,50,60,86382
16,64,6000,50,90,90880
4,512,5000,50,165,121897
8,64,5500,64,144,97818
8,2048,4000,200,90,230717
12,256,5500,108,90,108668
4,64,6000,200,165,129970
6,256,4000,108,165,104471
12,128,5500,50,90,95265
6,128,6000,64,120,102404
16,1024,4000,64,60,141461
24,256,6500,200,120,164298
8,128,4000,108,120,97582
24,256,5000,64,60,101435
8,512,6000,48,60,108804
16,128,4500,50,144,100468
4,2048,6000,32,60,185687
4,2048,5500,48,120,208611
12,256,4000,64,90,85920
6,128,5000,64,90,77637
16,128,6000,108,120,126785
24,256,4000,32,60,100843
12,1024,6500,108,90,174933
6,2048,5000,200,144,251888
6,64,4500,64,60,64722
12,1024,5000,32,144,150146
4,64,5000,108,60,81201
4,64,6000,50,60,85603
16,128,5500,32,60,90539
8,128,5500,32,60,75947
24,256,4500,64,60,103923
16,128,4500,32,60,84831
12,64,5500,108,120,113709
24,64,4000,64,120,99406
24,2048,4000,108,165,243362
8,1024,6500,50,120,155069
6,2048,4500,108,165,218127
12,512,6000,108,165,147089
6,512,5000,48,165,119422
8,256,5500,32,144,104560
24,64,6000,200,165,158465
6,512,4500,50,165,119647
4,128,6500,32,60,75734
