RAM,Storage,GPU,Screen,Processor,Price
32,512,RTX 5060,15.6,Base,185835.0
16,512,RTX 5080,16.0,Pro,261510.0
8,2048,M5 Pro,15.6,Base,243992.0
16,1024,Integrated,14.0,Base,134649.0
128,1024,M5 Pro,17.3,Base,291431.0
64,512,M5 Pro,13.3,Base,217308.0
8,4096,RTX 5080,14.0,Pro,386569.0
16,256,Integrated,15.6,Max,146337.0
64,2048,RTX 5080,17.3,Max,391802.0
64,1024,RTX 5080,16.0,Base,298090.0
32,1024,RTX 5080,17.3,Ultra,351237.0
8,1024,M5 Max,18.0,Base,249757.0
16,2048,RTX 5060,18.0,Pro,243477.0
32,2048,Integrated,14.0,Ultra,273804.0
32,512,Integrated,14.0,Ultra,213074.0
8,1024,M5 Max,16.0,Pro,277193.0
32,1024,RTX 5080,16.0,Ultra,343577.0
32,1024,RTX 5060,13.3,Max,249530.0
128,256,M5 Pro,16.0,Max,312639.0
32,256,Integrated,16.0,Pro,138035.0
64,512,M5 Max,15.6,Pro,284976.0
32,2048,RTX 5080,13.3,Max,359553.0
8,2048,Integrated,14.0,Max,216915.0
128,256,Integrated,16.0,Max,250581.0
8,2048,RTX 5080,18.0,Base,304035.0
8,1024,RTX 5060,15.6,Max,233638.0
128,4096,RTX 5060,13.3,Max,437945.0
16,512,M5 Pro,17.3,Base,197242.0
32,512,Integrated,16.0,Max,170919.0
16,2048,M5 Pro,16.0,Base,240104.0
32,1024,M5 Max,15.6,Pro,288611.0
128,2048,RTX 5080,17.3,Pro,408973.0
16,1024,RTX 5060,16.0,Pro,209253.0
32,1024,Integrated,15.6,Ultra,234829.0
128,512,M5 Pro,16.0,Base,279019.0
16,4096,M5 Pro,18.0,Max,380171.0
128,1024,M5 Pro,15.6,Ultra,368843.0
64,2048,M5 Pro,16.0,Base,282856.0
128,256,M5 Pro,13.3,Pro,276950.0
128,1024,RTX 5060,17.3,Max,319579.0
16,4096,M5 Max,17.3,Max,435215.0
8,2048,RTX 5060,16.0,Base,223155.0
64,4096,M5 Pro,13.3,Base,366901.0
8,1024,Integrated,15.6,Base,119991.0
32,4096,M5 Pro,18.0,Max,394507.0
8,256,M5 Max,18.0,Base,217353.0
16,4096,RTX 5060,17.3,Ultra,390797.0
16,512,RTX 5060,15.6,Max,213915.0
8,2048,M5 Max,18.0,Pro,309318.0
8,256,Integrated,14.0,Base,84802.0
128,256,RTX 5060,14.0,Base,232614.0
64,256,M5 Max,16.0,Ultra,353115.0
8,256,RTX 5080,16.0,Ultra,297101.0
16,512,M5 Max,15.6,Ultra,321495.0
128,256,M5 Pro,14.0,Base,267929.0
16,512,RTX 5060,14.0,Pro,173294.0
64,2048,RTX 5080,15.6,Base,334153.0
128,2048,RTX 5080,18.0,Max,438216.0
64,2048,Integrated,16.0,Ultra,285324.0
64,512,Integrated,15.6,Ultra,239845.0
8,4096,M5 Pro,13.3,Max,365872.0
8,4096,M5 Pro,13.3,Max,362187.0
16,2048,M5 Pro,15.6,Base,238563.0
16,1024,M5 Max,17.3,Pro,276377.0
32,4096,M5 Pro,17.3,Base,352721.0
16,512,RTX 5080,18.0,Max,296538.0
64,512,RTX 5080,18.0,Max,323240.0
64,256,M5 Pro,16.0,Ultra,299332.0
128,512,M5 Max,18.0,Max,383411.0
16,1024,M5 Max,17.3,Max,315433.0
128,4096,M5 Pro,13.3,Base,406840.0
8,512,RTX 5060,13.3,Base,157769.0
64,2048,RTX 5080,14.0,Pro,358175.0
8,512,M5 Pro,16.0,Base,176807.0
8,4096,RTX 5080,13.3,Base,372402.0
8,2048,RTX 5080,17.3,Base,284091.0
16,1024,Integrated,18.0,Ultra,221678.0
64,512,M5 Max,17.3,Pro,295415.0
16,1024,M5 Pro,16.0,Max,252102.0
16,512,RTX 5060,16.0,Pro,193113.0
8,4096,Integrated,18.0,Base,258169.0
16,256,RTX 5060,13.3,Max,192179.0
64,4096,M5 Max,13.3,Max,455599.0
16,4096,M5 Pro,14.0,Pro,347823.0
128,2048,M5 Max,15.6,Max,430952.0
128,4096,RTX 5060,13.3,Ultra,481585.0
64,2048,Integrated,17.3,Base,209473.0
16,4096,RTX 5080,13.3,Base,381562.0
64,512,Integrated,17.3,Max,206403.0
8,512,RTX 5080,15.6,Ultra,314456.0
32,256,RTX 5060,15.6,Base,163628.0
128,4096,RTX 5060,17.3,Max,447144.0
64,4096,Integrated,17.3,Base,296985.0
128,2048,RTX 5080,18.0,Base,395672.0
8,1024,M5 Pro,15.6,Pro,209157.0
32,256,RTX 5060,14.0,Max,223286.0
8,512,M5 Pro,13.3,Base,165816.0
32,256,M5 Pro,17.3,Base,190319.0
128,2048,RTX 5060,15.6,Base,306092.0
8,256,M5 Pro,17.3,Pro,188761.0
32,2048,M5 Pro,15.6,Pro,274891.0
8,256,Integrated,14.0,Ultra,183114.0
8,4096,M5 Pro,13.3,Ultra,400832.0
64,512,M5 Pro,18.0,Ultra,309541.0
128,512,Integrated,16.0,Base,207344.0
128,1024,RTX 5080,14.0,Max,382993.0
64,256,RTX 5060,14.0,Base,197341.0
128,256,RTX 5060,16.0,Base,247125.0
8,512,Integrated,13.3,Base,104329.0
16,2048,RTX 5060,15.6,Base,219568.0
32,1024,M5 Max,18.0,Pro,297737.0
32,512,M5 Max,16.0,Ultra,331220.0
8,256,Integrated,15.6,Pro,125761.0
64,1024,RTX 5060,16.0,Max,278517.0
32,4096,RTX 5080,18.0,Pro,418808.0
128,1024,RTX 5080,18.0,Base,342497.0
8,1024,M5 Pro,18.0,Ultra,273457.0
32,256,RTX 5060,14.0,Pro,185247.0
32,4096,RTX 5060,13.3,Max,368762.0
16,256,RTX 5060,18.0,Ultra,241964.0
64,256,Integrated,16.0,Base,137190.0
32,1024,M5 Max,16.0,Max,317095.0
8,256,RTX 5080,17.3,Ultra,295906.0
64,256,M5 Pro,16.0,Ultra,299449.0
8,512,RTX 5060,16.0,Pro,185874.0
64,4096,Integrated,18.0,Max,342767.0
8,4096,RTX 5080,13.3,Max,408694.0
32,4096,RTX 5060,13.3,Max,366840.0
128,2048,M5 Pro,18.0,Base,335375.0
8,4096,M5 Pro,18.0,Max,376511.0
128,2048,M5 Pro,17.3,Max,397628.0
16,2048,M5 Pro,18.0,Pro,273539.0
16,256,RTX 5080,18.0,Max,278409.0
8,512,M5 Max,15.6,Max,277363.0
128,2048,Integrated,17.3,Max,322091.0
32,1024,RTX 5080,18.0,Base,268334.0
8,1024,M5 Max,18.0,Max,299879.0
32,512,M5 Pro,16.0,Base,199063.0
64,256,M5 Pro,13.3,Max,266173.0
64,4096,RTX 5060,16.0,Base,351979.0
128,256,RTX 5080,17.3,Max,358021.0
8,2048,RTX 5060,15.6,Max,275802.0
32,2048,RTX 5060,14.0,Pro,252343.0
16,4096,Integrated,14.0,Base,263129.0
8,512,M5 Max,16.0,Max,276073.0
8,4096,RTX 5060,13.3,Max,338953.0
32,256,RTX 5080,17.3,Base,246720.0
128,512,RTX 5080,13.3,Base,323045.0
128,2048,Integrated,17.3,Base,269103.0
16,512,RTX 5080,17.3,Max,295841.0
64,256,M5 Pro,15.6,Pro,231843.0
8,1024,M5 Max,15.6,Max,307218.0
64,1024,M5 Pro,15.6,Base,249155.0
16,1024,Integrated,15.6,Pro,163770.0
128,256,Integrated,17.3,Pro,220729.0
32,4096,M5 Max,17.3,Max,439586.0
16,2048,M5 Max,13.3,Pro,308172.0
64,256,Integrated,14.0,Ultra,211991.0
128,256,M5 Max,13.3,Ultra,385651.0
128,4096,M5 Pro,15.6,Max,473831.0
16,4096,RTX 5080,14.0,Max,433579.0
16,1024,RTX 5060,16.0,Max,226235.0
8,512,M5 Pro,18.0,Ultra,263283.0
32,256,RTX 5080,17.3,Base,237679.0
32,2048,M5 Max,14.0,Ultra,382230.0
64,512,M5 Max,14.0,Pro,287758.0
64,4096,RTX 5060,17.3,Max,391925.0
32,1024,RTX 5080,13.3,Base,258383.0
64,2048,M5 Max,14.0,Ultra,414641.0
16,512,M5 Pro,13.3,Pro,204769.0
8,2048,RTX 5080,17.3,Ultra,369891.0
8,512,Integrated,16.0,Base,118789.0
16,256,RTX 5060,17.3,Ultra,239171.0
64,1024,RTX 5060,16.0,Pro,248881.0
32,256,RTX 5080,15.6,Base,246246.0
8,256,RTX 5080,16.0,Ultra,293583.0
64,2048,RTX 5080,16.0,Pro,351650.0
16,4096,M5 Max,13.3,Pro,394356.0
8,4096,M5 Max,15.6,Ultra,441698.0
64,1024,M5 Pro,14.0,Max,280442.0
8,512,RTX 5080,16.0,Max,282817.0
8,4096,M5 Max,17.3,Ultra,446738.0
32,1024,M5 Pro,15.6,Pro,231895.0
16,256,RTX 5060,16.0,Max,201669.0
128,4096,RTX 5080,13.3,Max,514008.0
32,512,Integrated,15.6,Max,186864.0
64,2048,RTX 5060,14.0,Max,301732.0
32,4096,Integrated,14.0,Max,321643.0
16,256,RTX 5060,17.3,Pro,184711.0
8,4096,Integrated,17.3,Pro,267147.0
8,2048,Integrated,15.6,Pro,186653.0
32,4096,M5 Pro,18.0,Ultra,426645.0
128,512,M5 Pro,15.6,Base,269986.0
8,2048,M5 Pro,16.0,Max,282911.0
8,512,RTX 5080,18.0,Base,238029.0
32,256,RTX 5060,18.0,Base,173990.0
32,512,M5 Max,15.6,Max,294463.0
64,4096,Integrated,18.0,Max,351142.0
8,2048,Integrated,18.0,Max,234308.0
16,4096,Integrated,18.0,Base,269693.0
16,512,M5 Max,16.0,Pro,246563.0
16,1024,M5 Pro,14.0,Ultra,272683.0
16,2048,RTX 5080,14.0,Pro,303845.0
8,4096,RTX 5060,13.3,Ultra,368369.0
8,2048,M5 Max,17.3,Pro,311358.0
16,256,M5 Pro,18.0,Max,235194.0
128,2048,M5 Max,14.0,Max,430324.0
64,4096,RTX 5060,15.6,Pro,365992.0
32,2048,M5 Pro,18.0,Ultra,344112.0
128,1024,M5 Max,16.0,Max,389224.0
8,512,Integrated,15.6,Ultra,178306.0
64,1024,RTX 5060,18.0,Ultra,313196.0
8,512,M5 Pro,15.6,Base,179819.0
32,2048,RTX 5060,16.0,Ultra,326168.0
128,2048,RTX 5060,13.3,Max,360507.0
32,4096,RTX 5060,16.0,Base,323189.0
128,1024,RTX 5080,18.0,Max,390005.0
64,2048,M5 Pro,16.0,Ultra,371419.0
32,256,RTX 5080,16.0,Pro,267214.0
32,256,RTX 5080,16.0,Ultra,321515.0
16,4096,RTX 5060,17.3,Pro,340128.0
8,4096,M5 Max,15.6,Pro,392404.0
128,4096,Integrated,18.0,Base,358327.0
64,256,RTX 5080,15.6,Base,266177.0
8,4096,RTX 5060,15.6,Pro,324709.0
16,4096,M5 Pro,18.0,Pro,351986.0
32,512,RTX 5080,15.6,Ultra,317867.0
16,4096,RTX 5060,13.3,Base,306003.0
8,4096,Integrated,17.3,Ultra,334017.0
64,256,RTX 5060,15.6,Max,236719.0
8,512,RTX 5060,13.3,Max,196828.0
8,2048,M5 Pro,14.0,Max,294419.0
8,256,Integrated,17.3,Ultra,182025.0
8,256,M5 Max,17.3,Pro,243568.0
8,4096,M5 Pro,14.0,Max,364690.0
32,2048,M5 Max,18.0,Base,316750.0
32,1024,M5 Pro,14.0,Base,209993.0
32,4096,M5 Pro,16.0,Max,382538.0
64,256,RTX 5060,16.0,Max,240536.0
64,1024,M5 Max,17.3,Pro,325470.0
64,256,M5 Pro,18.0,Ultra,298879.0
32,4096,Integrated,16.0,Pro,290527.0
128,256,M5 Pro,14.0,Ultra,346661.0
32,2048,M5 Max,13.3,Max,350536.0
32,512,Integrated,13.3,Pro,139660.0
16,2048,M5 Max,14.0,Base,300778.0
16,2048,M5 Max,16.0,Pro,317821.0
8,2048,RTX 5080,16.0,Max,338270.0
32,512,Integrated,15.6,Ultra,206402.0
8,1024,RTX 5060,17.3,Ultra,264536.0
128,2048,RTX 5080,18.0,Pro,401409.0
32,2048,M5 Pro,17.3,Base,256698.0
8,2048,Integrated,16.0,Pro,189447.0
8,512,M5 Max,18.0,Base,233367.0
16,512,M5 Pro,13.3,Base,170035.0
64,2048,RTX 5060,18.0,Ultra,341078.0
16,4096,M5 Pro,16.0,Base,329333.0
32,256,M5 Pro,15.6,Max,233384.0
128,1024,M5 Max,15.6,Pro,360339.0
16,1024,M5 Max,18.0,Pro,273590.0
128,1024,M5 Max,17.3,Max,397006.0
64,2048,RTX 5060,15.6,Pro,284114.0
16,4096,M5 Pro,13.3,Max,363681.0
64,512,RTX 5060,16.0,Base,208158.0
8,1024,RTX 5060,14.0,Base,169988.0
128,2048,RTX 5080,13.3,Base,377290.0
128,2048,M5 Max,14.0,Base,381848.0
32,4096,RTX 5060,15.6,Base,327972.0
16,1024,RTX 5080,16.0,Max,307325.0
32,4096,M5 Pro,15.6,Pro,358819.0
8,4096,RTX 5060,13.3,Pro,322853.0
32,512,RTX 5080,17.3,Base,257523.0
16,4096,M5 Max,18.0,Ultra,453032.0
32,4096,M5 Max,17.3,Max,446170.0
128,2048,RTX 5060,14.0,Base,320491.0
16,512,Integrated,17.3,Pro,138329.0
16,512,M5 Pro,13.3,Max,237402.0
8,256,RTX 5060,17.3,Ultra,228658.0
64,2048,RTX 5080,15.6,Base,326774.0
16,4096,M5 Pro,16.0,Ultra,416401.0
64,1024,RTX 5080,17.3,Max,351983.0
128,256,M5 Max,14.0,Pro,327341.0
32,512,M5 Pro,17.3,Ultra,273277.0
64,1024,Integrated,17.3,Ultra,246901.0
32,512,Integrated,15.6,Ultra,199939.0
32,2048,RTX 5060,17.3,Pro,261151.0
64,1024,RTX 5060,18.0,Base,233197.0
16,2048,RTX 5080,17.3,Pro,323290.0
8,4096,RTX 5080,15.6,Base,367101.0
32,1024,M5 Max,13.3,Max,309302.0
8,1024,M5 Pro,16.0,Base,201469.0
32,1024,Integrated,17.3,Base,149947.0
64,4096,M5 Pro,16.0,Pro,387136.0
64,4096,Integrated,13.3,Max,340112.0
8,4096,RTX 5060,18.0,Pro,333047.0
16,256,M5 Pro,13.3,Base,163889.0
64,256,RTX 5080,13.3,Max,312989.0
16,4096,Integrated,15.6,Max,299590.0
16,4096,RTX 5080,17.3,Base,389591.0
64,2048,Integrated,13.3,Pro,223808.0
128,512,RTX 5080,13.3,Pro,344762.0
64,256,RTX 5080,17.3,Pro,295370.0
128,2048,RTX 5060,18.0,Base,319961.0
32,1024,M5 Max,15.6,Base,262835.0
32,2048,M5 Max,18.0,Base,313932.0
128,2048,Integrated,13.3,Base,266606.0
16,256,RTX 5060,15.6,Base,151470.0
16,256,RTX 5060,18.0,Max,214472.0
64,256,RTX 5060,15.6,Pro,213642.0
16,1024,Integrated,16.0,Max,189707.0
16,1024,RTX 5060,17.3,Max,242046.0
64,512,RTX 5060,15.6,Pro,230795.0
16,1024,RTX 5080,18.0,Ultra,342834.0
32,256,M5 Pro,15.6,Max,246414.0
32,4096,M5 Pro,18.0,Pro,359933.0
8,4096,M5 Pro,14.0,Pro,345557.0
64,1024,RTX 5080,14.0,Max,331620.0
128,4096,RTX 5080,13.3,Pro,486980.0
32,512,M5 Pro,15.6,Base,206387.0
8,4096,RTX 5060,16.0,Pro,322944.0
64,4096,RTX 5080,15.6,Ultra,502909.0
128,256,RTX 5080,18.0,Base,325288.0
32,256,RTX 5060,16.0,Ultra,244656.0
32,1024,Integrated,14.0,Max,196199.0
32,512,M5 Pro,17.3,Pro,225104.0
8,2048,M5 Max,16.0,Ultra,374285.0
64,2048,RTX 5060,15.6,Max,322466.0
128,1024,M5 Pro,18.0,Ultra,380600.0
32,256,RTX 5060,17.3,Base,160480.0
64,2048,RTX 5080,17.3,Ultra,413547.0
128,256,RTX 5060,17.3,Pro,265499.0
32,4096,M5 Max,14.0,Pro,414811.0
16,1024,Integrated,13.3,Max,185209.0
16,1024,M5 Pro,16.0,Pro,231992.0
64,256,RTX 5060,14.0,Pro,207244.0
32,1024,Integrated,14.0,Pro,174142.0
16,2048,Integrated,18.0,Pro,196094.0
16,4096,RTX 5080,13.3,Ultra,445764.0
16,1024,Integrated,16.0,Ultra,215037.0
16,2048,M5 Pro,16.0,Pro,275583.0
8,2048,RTX 5060,15.6,Pro,239405.0
64,1024,RTX 5080,18.0,Ultra,368938.0
128,2048,M5 Max,13.3,Max,422412.0
64,4096,Integrated,14.0,Pro,320084.0
16,1024,RTX 5080,15.6,Base,262692.0
128,4096,M5 Pro,13.3,Pro,436455.0
16,2048,RTX 5060,13.3,Pro,243452.0
32,2048,Integrated,15.6,Ultra,268898.0
16,2048,RTX 5060,15.6,Max,273771.0
64,2048,Integrated,15.6,Ultra,300608.0
16,512,M5 Pro,18.0,Base,186436.0
64,256,RTX 5080,18.0,Base,259484.0
64,256,RTX 5060,15.6,Pro,210008.0
128,4096,M5 Pro,18.0,Ultra,512140.0
8,2048,M5 Pro,16.0,Base,243955.0
32,2048,RTX 5080,18.0,Base,312688.0
128,2048,M5 Max,15.6,Ultra,472631.0
32,4096,RTX 5080,13.3,Pro,407368.0
64,4096,M5 Pro,18.0,Base,374359.0
16,256,RTX 5080,18.0,Max,269382.0
16,4096,M5 Max,18.0,Ultra,454087.0
64,256,M5 Pro,15.6,Base,209221.0
8,2048,M5 Pro,15.6,Base,241371.0
128,1024,RTX 5080,16.0,Max,391677.0
32,256,M5 Max,15.6,Pro,263950.0
32,1024,M5 Pro,13.3,Ultra,293248.0
32,1024,Integrated,17.3,Base,154106.0
32,256,M5 Max,18.0,Ultra,328629.0
16,512,Integrated,17.3,Base,122447.0
16,512,M5 Pro,16.0,Max,240148.0
32,2048,M5 Max,14.0,Ultra,385285.0
8,256,RTX 5080,15.6,Base,220306.0
16,4096,Integrated,16.0,Base,266870.0
32,1024,M5 Pro,16.0,Base,226422.0
16,1024,Integrated,16.0,Base,136347.0
16,4096,RTX 5080,15.6,Pro,388611.0
8,1024,M5 Max,16.0,Pro,275660.0
64,1024,RTX 5060,15.6,Base,222130.0
128,2048,RTX 5060,18.0,Max,371413.0
32,256,M5 Pro,14.0,Base,187643.0
64,512,RTX 5080,15.6,Ultra,343073.0
128,1024,Integrated,14.0,Pro,233367.0
8,1024,RTX 5060,13.3,Max,231529.0
128,2048,M5 Max,16.0,Max,445098.0
128,2048,M5 Pro,17.3,Base,340110.0
32,1024,RTX 5080,15.6,Ultra,347744.0
16,2048,M5 Pro,14.0,Pro,262022.0
64,1024,M5 Pro,13.3,Base,236189.0
64,4096,RTX 5080,13.3,Pro,423901.0
128,1024,RTX 5080,15.6,Max,391276.0
64,2048,Integrated,14.0,Pro,230041.0
128,1024,M5 Max,16.0,Ultra,419738.0
8,1024,M5 Max,18.0,Ultra,331175.0
16,2048,M5 Max,14.0,Ultra,376498.0
128,256,Integrated,16.0,Pro,224475.0
16,256,M5 Max,15.6,Pro,246968.0
16,2048,M5 Max,16.0,Max,347052.0
16,2048,M5 Max,15.6,Max,345756.0
32,256,RTX 5080,17.3,Ultra,313240.0
16,2048,M5 Pro,16.0,Max,295053.0
64,512,RTX 5060,16.0,Max,249090.0
8,4096,RTX 5080,16.0,Pro,400079.0
8,2048,M5 Max,18.0,Ultra,370128.0
64,2048,RTX 5060,18.0,Base,265916.0
128,512,RTX 5060,17.3,Base,257768.0
128,4096,M5 Pro,13.3,Max,470549.0
128,512,RTX 5060,17.3,Ultra,345023.0
8,1024,Integrated,18.0,Ultra,208010.0
128,4096,RTX 5060,14.0,Ultra,469227.0
32,512,RTX 5060,16.0,Pro,203280.0
32,512,RTX 5080,13.3,Base,237377.0
16,4096,M5 Pro,16.0,Pro,355364.0
128,2048,RTX 5060,14.0,Ultra,386148.0
128,256,M5 Max,15.6,Pro,342192.0
16,2048,Integrated,13.3,Base,178407.0
64,4096,M5 Pro,16.0,Base,369645.0
64,1024,M5 Max,13.3,Base,284242.0
64,2048,Integrated,15.6,Ultra,302504.0
8,1024,M5 Pro,18.0,Ultra,278823.0
64,256,Integrated,14.0,Max,193300.0
128,256,RTX 5060,15.6,Ultra,318752.0
32,512,RTX 5060,16.0,Pro,192728.0
32,256,RTX 5080,18.0,Base,232695.0
64,2048,RTX 5060,15.6,Max,307186.0
32,2048,RTX 5080,16.0,Max,361354.0
128,1024,M5 Max,13.3,Pro,366254.0
16,4096,RTX 5080,13.3,Pro,399806.0
32,4096,RTX 5080,18.0,Max,438552.0
32,512,M5 Max,18.0,Max,296572.0
64,2048,RTX 5080,14.0,Pro,356234.0
16,4096,RTX 5080,16.0,Max,420157.0
16,256,RTX 5060,17.3,Max,213658.0
16,4096,Integrated,15.6,Max,315580.0
128,4096,M5 Pro,16.0,Pro,439671.0
32,512,M5 Max,17.3,Max,298890.0
128,1024,M5 Pro,16.0,Pro,316955.0
128,2048,RTX 5060,16.0,Ultra,399191.0
8,256,RTX 5080,14.0,Max,267383.0
16,512,RTX 5060,15.6,Base,163804.0
16,1024,M5 Pro,16.0,Base,207291.0
128,512,RTX 5060,15.6,Base,250668.0
64,256,RTX 5080,17.3,Base,259351.0
32,4096,M5 Max,18.0,Base,386427.0
8,2048,M5 Max,17.3,Pro,306241.0
16,1024,RTX 5060,18.0,Pro,215572.0
16,2048,RTX 5060,13.3,Max,265935.0
128,1024,Integrated,18.0,Pro,254872.0
8,512,M5 Max,15.6,Base,231226.0
16,512,RTX 5060,17.3,Ultra,251534.0
64,256,M5 Max,13.3,Max,301092.0
8,512,M5 Pro,13.3,Ultra,244206.0
8,2048,RTX 5060,13.3,Pro,228680.0
128,2048,RTX 5080,17.3,Base,380795.0
128,2048,Integrated,18.0,Ultra,354289.0
16,4096,M5 Max,16.0,Base,372673.0
32,2048,M5 Max,15.6,Ultra,384163.0
16,1024,M5 Max,16.0,Max,313133.0
32,1024,M5 Max,14.0,Max,308304.0
32,4096,M5 Max,15.6,Ultra,477617.0
8,512,M5 Pro,13.3,Max,215254.0
128,2048,M5 Pro,14.0,Pro,352971.0
8,2048,RTX 5080,13.3,Ultra,355855.0
32,4096,RTX 5060,14.0,Base,320835.0
16,512,RTX 5080,17.3,Max,281688.0
32,4096,M5 Pro,13.3,Max,392755.0
128,512,M5 Max,18.0,Pro,350521.0
32,512,RTX 5060,16.0,Pro,207166.0
16,4096,RTX 5060,15.6,Ultra,392216.0
128,2048,RTX 5080,14.0,Max,428209.0
64,1024,RTX 5080,14.0,Max,335214.0
32,1024,RTX 5080,16.0,Max,312428.0
64,4096,M5 Pro,16.0,Base,373625.0
64,256,M5 Pro,15.6,Pro,241521.0
64,1024,Integrated,18.0,Pro,190002.0
16,1024,RTX 5080,15.6,Base,255018.0
32,2048,M5 Pro,15.6,Pro,277821.0
16,4096,M5 Max,16.0,Max,431137.0
8,256,RTX 5060,14.0,Max,189298.0
64,4096,M5 Pro,13.3,Ultra,443021.0
64,512,RTX 5080,17.3,Ultra,353824.0
8,256,Integrated,18.0,Max,150358.0
32,4096,RTX 5080,16.0,Max,445291.0
8,2048,RTX 5060,18.0,Base,231474.0
32,2048,RTX 5060,14.0,Max,295059.0
128,512,M5 Max,13.3,Ultra,401257.0
16,1024,M5 Max,17.3,Max,299988.0
128,4096,RTX 5080,18.0,Base,462626.0
16,256,RTX 5080,15.6,Ultra,300271.0
16,512,RTX 5080,16.0,Pro,251719.0
64,1024,RTX 5080,14.0,Max,343552.0
32,4096,Integrated,14.0,Base,276290.0
64,2048,M5 Pro,16.0,Base,277402.0
128,256,M5 Max,15.6,Base,305696.0
128,2048,Integrated,17.3,Max,324590.0
128,2048,RTX 5080,17.3,Max,430918.0
8,256,M5 Max,13.3,Base,208716.0
128,512,M5 Max,13.3,Ultra,398908.0
128,512,Integrated,18.0,Ultra,283549.0
32,2048,M5 Pro,18.0,Pro,285856.0
32,256,RTX 5060,18.0,Max,221182.0
64,4096,M5 Pro,13.3,Ultra,438704.0
128,1024,Integrated,17.3,Ultra,305406.0
8,256,RTX 5060,15.6,Ultra,235655.0
16,1024,RTX 5060,17.3,Max,233984.0
128,2048,RTX 5060,17.3,Max,366381.0
128,512,RTX 5060,14.0,Pro,262699.0
32,512,Integrated,13.3,Base,123196.0
16,4096,RTX 5080,13.3,Max,426989.0
32,512,RTX 5060,14.0,Max,231594.0
16,2048,RTX 5080,14.0,Pro,305378.0
32,256,RTX 5060,16.0,Base,161340.0
64,256,M5 Pro,18.0,Pro,229560.0
64,256,M5 Pro,16.0,Ultra,287460.0
16,512,M5 Pro,17.3,Base,188093.0
8,512,M5 Max,17.3,Base,224739.0
16,512,Integrated,16.0,Max,165361.0
32,2048,RTX 5060,14.0,Base,227343.0
128,1024,M5 Pro,15.6,Base,302418.0
64,256,Integrated,16.0,Ultra,232066.0
64,256,RTX 5080,15.6,Max,316107.0
8,2048,RTX 5080,14.0,Base,295947.0
64,2048,Integrated,15.6,Max,261310.0
8,512,RTX 5060,14.0,Base,148014.0
16,4096,RTX 5060,14.0,Ultra,393094.0
8,256,M5 Max,14.0,Max,271383.0
32,4096,M5 Pro,14.0,Ultra,422874.0
16,512,M5 Max,14.0,Pro,256287.0
32,256,RTX 5060,13.3,Ultra,242673.0
16,1024,M5 Pro,18.0,Max,266138.0
32,4096,RTX 5080,13.3,Base,377181.0
32,256,M5 Pro,13.3,Pro,210459.0
64,256,M5 Max,16.0,Pro,283575.0
16,256,Integrated,15.6,Pro,127206.0
8,2048,Integrated,13.3,Ultra,238281.0
64,2048,M5 Max,16.0,Pro,352955.0
128,256,RTX 5080,16.0,Ultra,395812.0
32,512,RTX 5080,18.0,Max,308470.0
128,256,M5 Pro,16.0,Pro,277907.0
16,512,M5 Max,14.0,Pro,247844.0
16,256,Integrated,18.0,Ultra,198030.0
32,4096,Integrated,14.0,Pro,288851.0
32,512,RTX 5080,15.6,Ultra,323186.0
128,4096,M5 Max,17.3,Max,526868.0
16,1024,M5 Pro,15.6,Pro,234617.0
128,256,M5 Pro,18.0,Base,266251.0
16,512,Integrated,14.0,Base,118577.0
16,512,M5 Pro,15.6,Base,176491.0
128,2048,M5 Pro,15.6,Pro,363346.0
128,2048,M5 Pro,14.0,Ultra,413566.0
128,1024,M5 Max,16.0,Base,349150.0
32,4096,RTX 5080,15.6,Pro,412378.0
32,1024,M5 Pro,17.3,Ultra,305890.0
8,1024,M5 Max,15.6,Base,249680.0
32,2048,Integrated,17.3,Pro,220333.0
8,512,M5 Pro,13.3,Base,172247.0
128,1024,RTX 5060,15.6,Max,328263.0
64,2048,M5 Max,13.3,Pro,340649.0
64,4096,RTX 5060,14.0,Pro,364991.0
8,512,RTX 5080,17.3,Pro,257325.0
128,4096,M5 Max,13.3,Max,520278.0
128,512,M5 Max,14.0,Max,376627.0
16,256,RTX 5060,18.0,Pro,174784.0
16,4096,M5 Max,16.0,Pro,406924.0
32,256,M5 Pro,15.6,Ultra,266689.0
128,2048,M5 Pro,16.0,Max,383300.0
16,1024,Integrated,13.3,Max,177429.0
128,1024,RTX 5060,18.0,Base,278951.0
8,2048,RTX 5060,14.0,Ultra,306119.0
16,512,M5 Pro,14.0,Ultra,251722.0
64,4096,RTX 5060,14.0,Max,387692.0
8,512,RTX 5080,14.0,Ultra,304250.0
8,4096,RTX 5060,14.0,Ultra,375837.0
16,1024,RTX 5080,13.3,Base,254685.0
128,1024,M5 Max,13.3,Ultra,414418.0
16,2048,RTX 5080,13.3,Ultra,367911.0
16,256,RTX 5080,15.6,Base,230586.0
64,1024,Integrated,18.0,Ultra,259986.0
64,4096,RTX 5060,18.0,Ultra,439733.0
32,512,M5 Max,13.3,Base,246818.0
128,4096,RTX 5080,14.0,Ultra,551534.0
64,2048,Integrated,18.0,Base,211289.0
32,1024,RTX 5080,18.0,Max,331116.0
64,1024,RTX 5080,13.3,Base,285073.0
8,2048,RTX 5060,17.3,Ultra,301235.0
16,4096,M5 Pro,18.0,Max,380676.0
8,2048,M5 Max,17.3,Ultra,363705.0
128,4096,M5 Pro,13.3,Base,408979.0
